Ref,Val,Package,PosX,PosY,Rot,Side
"D1","RED LED","LED_D3.0mm",106.280000,-66.750000,0.000000,top
"D2","GREEN LED","LED_D3.0mm",112.200000,-52.750000,180.000000,top
"D3","YELLOW LED","LED_D3.0mm",91.510000,-66.750000,0.000000,top
"D4","GREEN LED","LED_D3.0mm",64.520000,-66.750000,180.000000,top
"D5","BLUE LED","LED_D3.0mm",79.290000,-66.750000,180.000000,top
"J2","USB_B_Micro","USB_Micro-B_Wuerth_614105150721_Vertical",102.700000,-52.500000,0.000000,top
"SW1","Reset","SW_PUSH_6mm",60.000000,-52.500000,0.000000,top
